,0,1,2,3,4
375,1551.5457,108.80114,-62.71129,-35.716557,2.09
376,2323.685,80.40829,-37.19305,-5.544406,2.22
377,16.082743,150.2312,-71.538864,-65.52266,2.33
378,7096.7954,376.24533,-161.33815,-124.51946,2.47
379,9647.155,289.3233,-97.24607,-97.24607,2.49
380,9379.558,201.85323,-111.038315,-111.038315,2.05
381,30859.434,215.80608,-74.88457,-62.273193,2.15
382,34065.555,170.80327,-89.140175,-4.8581514,1.54
383,7960391.5,221.18562,-57.02477,-1.3120304,1.4
384,3965.425,183.79736,-77.74521,-41.600677,2.12
385,18.519339,157.24062,-79.50922,-24.448605,2.19
386,1876214.1,255.0787,-160.65073,-144.56848,2.12
387,23428.576,335.1795,-157.61337,-80.12658,2.16
388,10949.099,224.08736,-119.36021,-14.708629,2.12
389,215.28375,87.63126,-44.649025,-7.521847,2.12
390,13539.918,279.62195,-148.96219,-114.58839,2.07
391,19.802893,157.5413,-73.92161,-47.98891,2.22
392,147186.55,303.9048,-124.8562,-14.867013,1.3
393,16012.373,226.53232,-140.74294,-1.3374107,1.93
394,849952.0,188.18805,-56.64656,-46.46787,2.22
395,1858.2424,153.8865,-94.336334,-3.8806536,1.46
396,1487165.9,250.80247,-92.61139,-21.011156,2.24
397,4769.487,341.24176,-179.72383,-96.654236,1.31
398,340.37662,137.39182,-65.73179,-11.952595,1.79
399,3177.2017,276.5047,-97.442726,-84.55468,2.47
400,454057.47,97.74804,-39.95523,-24.250933,2.05
401,330.74777,106.37036,-54.035328,-17.382828,1.68
402,38.58275,155.34789,-77.04037,-74.99998,2.43
403,699.2315,133.77438,-64.52188,-33.725918,2.09
404,99.28665,224.74023,-103.87034,-103.87034,2.2
405,369.0146,128.9069,-68.95608,-21.020327,1.53
406,21695.965,206.75114,-149.49341,-31.547813,2.38
407,94.790665,234.06017,-99.31737,-64.960686,2.43
408,197.01251,98.71954,-52.18795,-43.098324,2.08
409,1851.9656,303.38538,-173.49414,-173.49414,2.42
410,30.926477,166.73497,-75.12058,-66.883286,2.1
411,174807780.0,1369.7162,-347.25082,-347.25082,1.25
412,9162.073,460.0494,-279.0241,-114.82135,2.28
413,6991454.5,1266.3895,-514.1067,-387.45892,0.46
414,2725.687,254.33546,-111.13787,-62.682014,1.6
415,18824.645,320.70105,-138.12576,-80.72956,1.24
416,58.485855,218.07327,-103.23878,-96.61571,2.13
417,6025.91,322.94012,-200.68623,-200.68623,2.47
418,1518.8,216.16586,-110.36983,-54.567604,2.11
419,54.858433,158.11682,-78.81316,-78.81316,2.24
420,223.09448,105.5603,-50.8308,-14.156152,1.89
421,18.808573,161.19252,-73.92991,-70.190605,2.24
422,239338.53,233.50368,-158.87537,-46.482735,1.79
423,1688.5542,147.51926,-69.480064,-69.480064,2.13
424,1103.4391,142.67416,-64.70404,-58.827003,2.39
425,423.44012,103.39297,-46.318436,-21.826082,1.88
426,2131.2053,159.9674,-66.8728,-14.709528,1.58
427,25.439669,162.43092,-79.35917,-67.311745,2.27
428,611313.94,281.4086,-215.23633,-87.54345,0.82
429,2468.9163,83.64241,-40.90611,-1.7136233,2.19
430,4125.3086,368.20517,-215.36855,-103.65356,1.67
431,7655.439,215.41559,-132.42386,-54.088066,1.51
432,175649.66,168.73322,-102.06398,-96.632866,2.22
433,16736.783,252.02475,-85.162766,-85.162766,2.12
434,2266.7424,102.03605,-44.040627,-14.481958,2.34
435,81.713905,213.97551,-109.95015,-90.94826,2.45
436,19.580896,155.27217,-78.56772,-67.16436,2.35
437,1107.02,162.1161,-96.05861,-10.999554,1.62
438,64824.54,313.7409,-189.79208,-71.926384,2.18
439,26.574297,169.80858,-89.17091,-57.611813,2.32
440,6895.265,209.73537,-103.92152,-103.92152,2.16
441,114369.63,252.76466,-155.81714,-28.385231,1.33
442,25.597017,161.37997,-80.049644,-47.287518,2.14
443,87101420.0,1412.4775,-699.15424,-699.15424,1.38
444,496.3505,154.3739,-72.599754,-41.437164,2.07
445,152.02483,86.65195,-44.769337,-25.867296,2.29
446,33.59299,178.6506,-85.15912,-63.966434,2.42
447,272.6659,118.9629,-65.60634,-65.60634,1.26
448,558430.06,243.80229,-97.766685,-87.93854,2.22
449,134167.86,347.74533,-162.73979,-18.809217,1.32
450,33211.086,249.73859,-119.658615,-58.129093,1.42
451,711.1509,323.6085,-148.30531,-148.30531,2.34
452,1147.5833,325.7674,-157.88463,-157.88463,2.31
453,937.19354,150.18187,-77.83569,-59.4641,1.93
454,23.731075,162.71005,-73.51902,-59.032413,2.21
455,55673.973,261.96878,-109.45411,-109.45411,2.17
456,1642.8948,75.70701,-42.351868,-30.198065,2.36
457,69.231064,204.72392,-93.54091,-62.295174,2.14
458,92258.125,257.6905,-125.306595,-75.8638,1.19
459,238.44688,108.34491,-54.672684,-25.501165,1.32
460,22565.215,266.83353,-156.53122,-13.395163,1.26
461,208.60072,245.9486,-99.45703,-79.56468,2.46
462,22.953075,173.36534,-77.87294,-71.143486,2.31
463,616018.94,476.5406,-251.18385,-32.290356,0.78
464,1316427.6,250.79099,-80.21096,-6.723144,1.32
465,2260.0266,159.15498,-91.64544,-91.64544,2.09
466,101409.555,255.13239,-140.77963,-140.77963,2.12
467,2335.9937,147.18239,-78.92049,-14.501747,2.05
468,2406.7288,228.3939,-137.49469,-74.46298,2.21
469,80164.06,257.34818,-139.08998,-35.81549,1.27
470,4093.99,274.51526,-112.70079,-5.9672275,2.19
471,4030385.2,951.1045,-303.03427,-303.03427,1.72
472,26777.5,249.83633,-110.91661,-52.425232,2.04
473,135.93561,253.98909,-135.3019,-135.3019,2.35
474,1707.7874,338.49063,-135.15608,-61.525867,2.15
475,41.49371,153.25177,-75.219986,-16.445063,2.29
476,12021.997,234.25714,-124.4708,-124.4708,1.99
477,280.89948,215.04922,-83.8908,-72.33098,2.29
478,945.66797,86.65944,-32.791027,-19.791437,1.79
479,52155.52,268.83124,-150.7114,-98.07055,2.01
480,3696.2852,116.56935,-51.418053,-7.1017466,1.89
481,15922.526,367.32352,-203.56682,-77.418076,1.72
482,70057.99,275.78845,-145.51271,-141.92256,2.13
483,913949.5,641.4309,-326.04218,-15.423061,1.65
484,31096.48,229.31422,-110.27875,-68.320755,2.3
485,393.45187,130.51497,-66.803024,-14.777324,2.17
486,18141.934,447.14816,-177.8927,-90.547424,1.2
487,34939.0,139.94594,-93.93477,-8.790794,1.58
488,678171.75,493.49002,-187.8677,-105.31278,1.04
489,2522.8481,242.7055,-114.149536,-36.34535,2.21
490,547.1759,122.986435,-56.81996,-3.3226175,2.43
491,2438.238,360.52094,-176.02556,-118.63227,2.44
